@relation pacman.pract1

@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute num_fantasmas numeric
@attribute fantasma1_x numeric
@attribute fantasma1_y numeric
@attribute fantasma2_x numeric
@attribute fantasma2_y numeric
@attribute fantasma3_x numeric
@attribute fantasma3_y numeric
@attribute fantasma4_x numeric
@attribute fantasma4_y numeric
@attribute fantasma1_vivo {True,False}
@attribute fantasma2_vivo {True,False}
@attribute fantasma3_vivo {True,False}
@attribute fantasma4_vivo {True,False}
@attribute fantasma_cercano_x numeric
@attribute fantasma_cercano_y numeric
@attribute muro_x {True,False}
@attribute muro_y {True,False}
@attribute dif_puntuacion numeric
@attribute direccion_pacman {West, Stop, East, North, South}

@data
4, 10, 4, 10, 9, 1, 5, 10, 7, 6, 4, True, False, True, False, 6, -1, True, False, -1, South
4, 9, 4, 10, 8, 1, 4, 10, 7, 6, 4, True, False, True, False, 6, -1, True, False, -1, South
4, 9, 4, 10, 7, 1, 4, 11, 7, 6, 4, True, False, True, False, 6, -2, True, True, -1, South
5, 9, 4, 10, 7, 1, 3, 11, 7, 6, 3, True, False, True, False, 5, -2, True, True, -1, East
6, 9, 4, 10, 8, 1, 4, 11, 7, 7, 3, True, False, True, False, 4, -1, True, False, -1, East
6, 10, 4, 10, 7, 1, 3, 11, 7, 6, 3, True, False, True, False, 4, -3, True, False, -1, North
6, 11, 4, 9, 7, 1, 4, 11, 7, 5, 3, True, False, True, False, 3, -4, False, False, -1, North
7, 11, 4, 10, 7, 1, 3, 11, 7, 4, 3, True, False, True, False, 3, -4, False, True, -1, East
8, 11, 4, 10, 8, 1, 3, 11, 7, 4, 3, True, False, True, False, 2, -3, False, True, -1, East
9, 11, 4, 10, 8, 1, 4, 11, 7, 4, 3, True, False, True, False, 1, -3, False, False, -1, East
9, 10, 4, 9, 8, 1, 5, 11, 7, 4, 2, True, False, True, False, 0, -2, False, False, 99, South
9, 9, 4, 9, 7, 1, 4, 10, 7, 4, 2, True, False, True, False, 0, -2, False, False, 99, South
9, 8, 4, 8, 7, 1, 4, 10, 7, 4, 1, True, False, True, False, -1, -1, False, False, -1, South
9, 7, 4, 7, 7, 1, 4, 11, 7, 3, 1, True, False, True, False, -2, 0, False, False, -1, South
9, 7, 4, 8, 7, 1, 4, 10, 7, 2, 1, True, False, True, False, -1, 0, False, False, -1, South
10, 7, 4, 7, 7, 1, 5, 6, 1, 3, 1, True, False, False, False, -3, 0, False, False, 199, East
11, 7, 4, 6, 7, 1, 5, 6, 1, 2, 1, True, False, False, False, -5, 0, False, False, -1, East
10, 7, 4, 6, 8, 1, 6, 7, 1, 2, 1, True, False, False, False, -4, 1, False, False, -1, West
9, 7, 4, 6, 8, 1, 6, 6, 1, 1, 1, True, False, False, False, -3, 1, False, False, -1, West
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, 0, Stop
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, -1, Stop
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, -1, Stop
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, -1, Stop
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, -1, Stop
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, -1, Stop
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, -1, Stop
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, -1, Stop
