@relation pacman.pract1

@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute num_fantasmas numeric
@attribute fantasma1_x numeric
@attribute fantasma1_y numeric
@attribute fantasma2_x numeric
@attribute fantasma2_y numeric
@attribute fantasma3_x numeric
@attribute fantasma3_y numeric
@attribute fantasma4_x numeric
@attribute fantasma4_y numeric
@attribute fantasma1_vivo {True,False}
@attribute fantasma2_vivo {True,False}
@attribute fantasma3_vivo {True,False}
@attribute fantasma4_vivo {True,False}
@attribute fantasma_cercano_x numeric
@attribute fantasma_cercano_y numeric
@attribute muro_x {True,False}
@attribute muro_y {True,False}
@attribute dif_puntuacion numeric
@attribute direccion_pacman {West, Stop, East, North, South}

@data
6, 6, 4, 6, 8, 10, 7, 10, 8, 10, 9, True, True, True, True, 0, 2, False, False, 99, North
6, 7, 4, 6, 8, 9, 7, 10, 7, 10, 9, True, True, True, True, 0, 1, False, False, 99, North
6, 8, 4, 2, 1, 8, 7, 10, 8, 10, 8, False, True, True, True, 2, -1, True, False, 299, North
6, 7, 4, 1, 1, 7, 7, 10, 8, 10, 9, False, True, True, True, 1, 0, False, False, -1, South
7, 7, 4, 1, 1, 3, 1, 10, 9, 10, 8, False, False, True, True, 3, 2, False, True, 199, East
8, 7, 4, 1, 2, 4, 1, 10, 8, 10, 9, False, False, True, True, 2, 1, False, False, -1, East
9, 7, 4, 1, 3, 4, 1, 9, 8, 9, 9, False, False, True, True, 0, 1, False, False, -1, East
4, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 7, -5, False, False, 0, Stop
5, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 6, -5, False, False, -1, East
6, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 5, -5, False, False, -1, East
7, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 4, -5, False, False, 99, East
8, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 3, -5, False, False, 99, East
9, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 2, -5, False, False, 99, East
10, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 1, -5, False, False, 99, East
11, 12, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 0, -5, False, False, -1, East
11, 11, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 0, -4, False, False, 99, South
11, 10, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 0, -3, False, False, 99, South
11, 9, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 0, -2, False, False, -1, South
11, 8, 4, 9, 3, 11, 7, 19, 12, 22, 9, True, True, True, True, 0, -1, False, False, 99, South
11, 7, 4, 9, 3, 3, 1, 19, 12, 22, 9, True, False, True, True, -2, -4, False, False, 199, South
10, 7, 4, 9, 3, 3, 1, 19, 12, 22, 9, True, False, True, True, -1, -4, False, False, 99, West
