@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 66\nSize of the tree: 131\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 50\nSize of the tree: 99\n','Number of rules: 52\n','Number of rules: 44\n','Number of rules: 49\n','Number of rules: 48\n','Number of rules: 45\n','Number of rules: 51\n','Number of rules: 42\n','Number of rules: 46\n','Number of rules: 47\n','Number of rules: 50\n','Number of rules: 53\n','Number of rules: 39\n','Number of rules: 43\n','Number of rules: 54\n','Number of rules: 30\n','Number of rules: 28\n','Number of rules: 29\n','Number of rules: 25\n','Number of rules: 26\n','Number of rules: 32\n','Number of rules: 31\n','Number of rules: 33\n','Number of rules: 35\n','Number of rules: 27\n','Number of rules: 37\n','Number of rules: 36\n','Number of rules: 34\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,1,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,28,10,0,73.684211,26.315789,0,0.653916,0.125386,0.317791,40.578279,80.834118,84.126176,7531.679855,-7447.553679,2.213847,198.202101,-195.988255,54.048273,1.422323,2455.688618,0.727273,8,0.148148,4,0.851852,23,0.272727,3,0.666667,0.727273,0.695652,0.818182,0.736842,0.087966,0.912034,0.263158,0.744534,0.736842,0.729864,0.843452,0.011,0,0.01,0,111496,61532,9978,'Number of rules: 48\n',?,?,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,1,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,29,8,0,78.378378,21.621622,0,0.723106,0.112329,0.281219,36.216169,71.231079,82.742535,6453.598478,-6370.855943,2.236285,174.42158,-172.185296,59.588456,1.610499,2710.382889,0.7,7,0.074074,2,0.925926,25,0.3,3,0.777778,0.7,0.736842,0.761111,0.783784,0.06615,0.93385,0.216216,0.784535,0.783784,0.78293,0.859649,0.012,0,0.01,0,120218,61705,9805,'Number of rules: 52\n',?,?,52
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,1,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,26,11,0,70.27027,29.72973,0,0.617481,0.141643,0.334862,45.667457,84.81856,82.742535,8605.11614,-8522.373605,2.236285,232.570706,-230.334422,50.370109,1.361354,2291.086074,0.7,7,0.148148,4,0.851852,23,0.3,3,0.636364,0.7,0.666667,0.761111,0.702703,0.087323,0.912677,0.297297,0.704809,0.702703,0.702703,0.824006,0.011,0,0.02,0,113251,61705,9805,'Number of rules: 52\n',?,?,52
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,1,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,18,19,0,48.648649,51.351351,0,0.333649,0.201665,0.422837,65.019179,107.102091,82.742535,10768.331531,-10685.588996,2.236285,291.035987,-288.799703,33.424064,0.903353,1520.294648,0.8,8,0.148148,4,0.851852,23,0.2,2,0.666667,0.8,0.727273,0.868519,0.486486,0.151977,0.848023,0.513514,0.42825,0.486486,0.452931,0.759879,0.01,0,0.01,0,113695,61705,9805,'Number of rules: 52\n',?,?,52
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,1,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,25,12,0,67.567568,32.432432,0,0.581527,0.138412,0.338348,44.895656,86.282139,80.760991,7535.971629,-7455.210638,2.182729,203.674909,-201.492179,49.433667,1.336045,2242.5988,0.7,7,0.111111,3,0.888889,24,0.3,3,0.7,0.7,0.7,0.859259,0.675676,0.092625,0.907375,0.324324,0.715201,0.675676,0.67055,0.845599,0.009,0,0.01,0,92768,61705,9805,'Number of rules: 48\n',?,?,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,1,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,27,10,0,72.972973,27.027027,0,0.644231,0.120466,0.301319,39.074424,76.839224,80.760991,6457.473936,-6376.712945,2.182729,174.526323,-172.343593,53.295032,1.440406,2417.772781,0.8,8,0.148148,4,0.851852,23,0.2,2,0.666667,0.8,0.727273,0.803704,0.72973,0.087584,0.912416,0.27027,0.734644,0.72973,0.722944,0.858016,0.01,0,0,0,110164,61705,9805,'Number of rules: 49\n',?,?,49
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,1,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,25,12,0,67.567568,32.432432,0,0.579545,0.139483,0.335264,45.242878,85.495736,80.760991,8605.532965,-8524.771974,2.182729,232.581972,-230.399243,50.40139,1.3622,2286.50032,0.7,7,0.074074,2,0.925926,25,0.3,3,0.777778,0.7,0.736842,0.759259,0.675676,0.099139,0.900861,0.324324,0.675348,0.675676,0.669485,0.805837,0.009,0,0.01,0,94287,61705,9805,'Number of rules: 45\n',?,?,45
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,19,19,0,50,50,0,0.356506,0.199266,0.399078,64.727143,101.934469,82.616388,10767.293101,-10684.676713,2.174115,283.349818,-281.175703,36.584691,0.962755,1658.920257,0.454545,5,0.111111,3,0.888889,24,0.545455,6,0.625,0.454545,0.526316,0.715488,0.5,0.144112,0.855888,0.5,0.51133,0.5,0.494907,0.740775,0.011,0,0,0,120873,61532,9978,'Number of rules: 51\n',?,?,51
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,23,15,0,60.526316,39.473684,0,0.478022,0.170514,0.370823,55.061743,94.091013,84.597932,10756.771367,-10672.173435,2.226261,283.072931,-280.846669,42.57211,1.120319,1935.50312,0.818182,9,0.296296,8,0.703704,19,0.181818,2,0.529412,0.818182,0.642857,0.787879,0.605263,0.136116,0.863884,0.394737,0.613777,0.605263,0.579657,0.777246,0.01,0,0.01,0,100998,61532,9978,'Number of rules: 48\n',?,?,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,19,19,0,50,50,0,0.366667,0.211992,0.410914,68.455709,104.26335,84.597932,10770.553063,-10685.955131,2.226261,283.435607,-281.209346,35.371842,0.930838,1608.149345,0.545455,6,0.111111,3,0.888889,24,0.454545,5,0.666667,0.545455,0.6,0.784512,0.5,0.130291,0.869709,0.5,0.600251,0.5,0.485513,0.734643,0.008,0,0,0.01,97326,61532,9978,'Number of rules: 44\n',?,?,44
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,25,13,0,65.789474,34.210526,0,0.558929,0.161645,0.350586,52.197894,88.956131,84.597932,5401.984375,-5317.386443,2.226261,142.157484,-139.931222,46.623848,1.226943,2119.711776,0.545455,6,0.111111,3,0.888889,24,0.454545,5,0.666667,0.545455,0.6,0.80303,0.657895,0.100485,0.899515,0.342105,0.701754,0.657895,0.666823,0.840844,0.009,0,0.01,0,94684,61532,9978,'Number of rules: 42\n',?,?,42
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,29,8,0,78.378378,21.621622,0,0.723623,0.103363,0.287987,33.400409,73.12874,82.270779,6452.579416,-6370.308637,2.223535,174.394038,-172.170504,60.191576,1.626799,2736.073084,0.6,6,0,0,1,27,0.4,4,1,0.6,0.75,0.837037,0.783784,0.060013,0.939987,0.216216,0.814128,0.783784,0.781424,0.883877,0.01,0,0.01,0,113952,61705,9805,'Number of rules: 52\n',?,?,52
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,26,11,0,70.27027,29.72973,0,0.612381,0.126433,0.321176,41.009941,81.903137,80.760991,5391.954753,-5311.193762,2.182729,145.728507,-143.545777,50.188514,1.356446,2276.843033,0.8,8,0.148148,4,0.851852,23,0.2,2,0.666667,0.8,0.727273,0.925926,0.702703,0.084275,0.915725,0.297297,0.713857,0.702703,0.705237,0.873144,0.008,0.001,0.01,0,90990,61705,9805,'Number of rules: 44\n',?,?,44
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,22,15,0,59.459459,40.540541,0,0.46273,0.169021,0.369805,54.823919,94.303851,80.760991,7547.554946,-7466.793956,2.182729,203.987972,-201.805242,40.566652,1.096396,1840.339374,0.8,8,0.222222,6,0.777778,21,0.2,2,0.571429,0.8,0.666667,0.898148,0.594595,0.143892,0.856108,0.405405,0.633994,0.594595,0.595343,0.795424,0.009,0,0,0.01,112782,61705,9805,'Number of rules: 48\n',?,?,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,21,16,0,56.756757,43.243243,0,0.431316,0.175793,0.382034,57.020363,97.42244,80.760991,10757.101166,-10676.340175,2.182729,290.732464,-288.549734,39.739736,1.074047,1802.825683,0.7,7,0.259259,7,0.740741,20,0.3,3,0.5,0.7,0.583333,0.701852,0.567568,0.141386,0.858614,0.432432,0.587838,0.567568,0.566297,0.76117,0.011,0,0.01,0,107942,61705,9805,'Number of rules: 46\n',?,?,46
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,23,14,0,62.162162,37.837838,0,0.503831,0.162407,0.371766,52.678643,94.80399,80.760991,11824.940278,-11744.179287,2.182729,319.59298,-317.410251,43.201676,1.167613,1959.879397,0.8,8,0.222222,6,0.777778,21,0.2,2,0.571429,0.8,0.666667,0.798148,0.621622,0.120217,0.879783,0.378378,0.610982,0.621622,0.609056,0.765103,0.009,0,0.01,0,116734,61705,9805,'Number of rules: 51\n',?,?,51
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,2,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,28,9,0,75.675676,24.324324,0,0.68346,0.114012,0.288074,36.981244,73.461705,80.760991,3244.223256,-3163.462265,2.182729,87.68171,-85.49898,55.321933,1.495187,2509.724817,1,10,0.111111,3,0.888889,24,0,0,0.769231,1,0.869565,0.951852,0.756757,0.07387,0.92613,0.243243,0.763885,0.756757,0.750121,0.906387,0.01,0,0.01,0,108830,61705,9805,'Number of rules: 47\n',?,?,47
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,24,14,0,63.157895,36.842105,0,0.52287,0.162097,0.348457,52.458835,88.63452,84.126176,4330.790754,-4246.664577,2.213847,113.968178,-111.754331,45.11538,1.187247,2049.821747,0.636364,7,0.111111,3,0.888889,24,0.363636,4,0.7,0.636364,0.666667,0.853535,0.631579,0.11025,0.88975,0.368421,0.651735,0.631579,0.613862,0.843575,0.008,0,0.01,0,94075,61532,9978,'Number of rules: 42\n',?,?,42
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,29,9,0,76.315789,23.684211,0,0.695187,0.110222,0.291787,35.592482,74.036702,84.597932,6456.884641,-6372.286709,2.226261,169.918017,-167.691755,59.064943,1.554341,2685.335094,0.727273,8,0.074074,2,0.925926,25,0.272727,3,0.8,0.727273,0.761905,0.856902,0.763158,0.069638,0.930362,0.236842,0.775,0.763158,0.760489,0.874663,0.01,0,0.01,0,109650,61532,9978,'Number of rules: 50\n',?,?,50
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,24,14,0,63.157895,36.842105,0,0.519422,0.151388,0.34872,48.885566,88.482652,84.597932,6468.502032,-6383.904099,2.226261,170.223738,-167.997476,49.133729,1.292993,2233.821256,0.636364,7,0.074074,2,0.925926,25,0.363636,4,0.777778,0.636364,0.7,0.784512,0.631579,0.111474,0.888526,0.368421,0.653284,0.631579,0.59416,0.859386,0.012,0,0.01,0,125432,61532,9978,'Number of rules: 52\n',?,?,52
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,22,16,0,57.894737,42.105263,0,0.449275,0.17641,0.371788,56.965847,94.3357,84.597932,8619.41801,-8534.820078,2.226261,226.82679,-224.600528,42.344558,1.11433,1925.157673,0.636364,7,0.148148,4,0.851852,23,0.363636,4,0.636364,0.636364,0.636364,0.774411,0.578947,0.135141,0.864859,0.421053,0.671053,0.578947,0.554545,0.788105,0.01,0,0.01,0,106587,61532,9978,'Number of rules: 52\n',?,?,52
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,25,12,0,67.567568,32.432432,0,0.573487,0.139357,0.326665,45.202169,83.302881,80.760991,7534.750317,-7453.989326,2.182729,203.6419,-201.459171,48.58344,1.313066,2204.027545,0.9,9,0.111111,3,0.888889,24,0.1,1,0.75,0.9,0.818182,0.938889,0.675676,0.102842,0.897158,0.324324,0.683719,0.675676,0.667486,0.833581,0.009,0,0.01,0,104645,61705,9805,'Number of rules: 48\n',?,?,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,25,12,0,67.567568,32.432432,0,0.579943,0.149644,0.337997,48.538669,86.192628,80.760991,8610.829726,-8530.068735,2.182729,232.725128,-230.542398,48.574097,1.312813,2203.6037,0.6,6,0.111111,3,0.888889,24,0.4,4,0.666667,0.6,0.631579,0.777778,0.675676,0.101091,0.898909,0.324324,0.702703,0.675676,0.680191,0.776426,0.009,0,0.01,0,102821,61705,9805,'Number of rules: 47\n',?,?,47
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,23,14,0,62.162162,37.837838,0,0.512241,0.166623,0.368571,54.046259,93.989297,80.760991,10754.88838,-10674.127389,2.182729,290.672659,-288.489929,43.387129,1.172625,1968.292659,0.6,6,0.222222,6,0.777778,21,0.4,4,0.5,0.6,0.545455,0.722222,0.621622,0.106898,0.893102,0.378378,0.684685,0.621622,0.638625,0.787661,0.009,0,0.01,0,101652,61705,9805,'Number of rules: 44\n',?,?,44
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,22,15,0,59.459459,40.540541,0,0.470925,0.176112,0.380005,57.123891,96.904956,80.760991,11828.305244,-11747.544253,2.182729,319.683926,-317.501196,41.8032,1.129816,1896.436429,0.4,4,0.222222,6,0.777778,21,0.6,6,0.4,0.4,0.4,0.583333,0.594595,0.130573,0.869427,0.405405,0.6287,0.594595,0.585516,0.743357,0.01,0,0.01,0,105394,61705,9805,'Number of rules: 49\n',?,?,49
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,22,15,0,59.459459,40.540541,0,0.47042,0.183882,0.388128,59.644355,98.97638,80.760991,10759.727323,-10678.966332,2.182729,290.803441,-288.620712,39.911544,1.07869,1810.619901,0.7,7,0.185185,5,0.814815,22,0.3,3,0.583333,0.7,0.636364,0.761111,0.594595,0.132872,0.867128,0.405405,0.60991,0.594595,0.588572,0.742561,0.011,0,0.01,0,110328,61705,9805,'Number of rules: 51\n',?,?,51
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,3,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,19,18,0,51.351351,48.648649,0,0.361457,0.197965,0.412502,64.212303,105.192182,80.760991,10769.605145,-10688.844154,2.182729,291.070409,-288.88768,32.969504,0.891068,1495.68857,0.6,6,0.259259,7,0.740741,20,0.4,4,0.461538,0.6,0.521739,0.740741,0.513514,0.150386,0.849614,0.486486,0.496362,0.513514,0.499733,0.745274,0.01,0,0.01,0,111309,61705,9805,'Number of rules: 48\n',?,?,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,22,16,0,57.894737,42.105263,0,0.473137,0.178457,0.384193,57.753372,97.724268,84.126176,11830.785227,-11746.659051,2.213847,311.336453,-309.122607,44.119484,1.161039,2004.573102,0.272727,3,0.074074,2,0.925926,25,0.727273,8,0.6,0.272727,0.375,0.690236,0.578947,0.103021,0.896979,0.421053,0.681781,0.578947,0.573465,0.768629,0.009,0,0.01,0,100670,61532,9978,'Number of rules: 46\n',?,?,46
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,30,8,0,78.947368,21.052632,0,0.730257,0.102189,0.293117,32.98203,74.332298,84.687138,8594.6797,-8509.992562,2.228609,226.175782,-223.947173,61.170953,1.609762,2781.433911,1,10,0.142857,4,0.857143,24,0,0,0.714286,1,0.833333,0.919643,0.789474,0.053759,0.946241,0.210526,0.856099,0.789474,0.784514,0.849669,0.009,0,0.01,0,107615,61532,9978,'Number of rules: 50\n',?,?,50
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,25,13,0,65.789474,34.210526,0,0.554554,0.152953,0.350619,49.366578,88.914429,84.687138,8610.203337,-8525.516198,2.228609,226.584298,-224.355689,47.938187,1.261531,2179.742035,0.8,8,0.071429,2,0.928571,26,0.2,2,0.8,0.8,0.8,0.848214,0.657895,0.104669,0.895331,0.342105,0.697368,0.657895,0.662821,0.821551,0.009,0,0.01,0,97560,61532,9978,'Number of rules: 44\n',?,?,44
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,26,12,0,68.421053,31.578947,0,0.593945,0.144366,0.334377,46.5951,84.795567,84.687138,8606.900176,-8522.213038,2.228609,226.497373,-224.268764,51.257354,1.348878,2330.664066,0.9,9,0.107143,3,0.892857,25,0.1,1,0.75,0.9,0.818182,0.910714,0.684211,0.088358,0.911642,0.315789,0.695959,0.684211,0.684902,0.819085,0.009,0,0.01,0,102307,61532,9978,'Number of rules: 48\n',?,?,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,25,12,0,67.567568,32.432432,0,0.579147,0.144166,0.345398,46.761914,88.079834,80.760991,8609.056378,-8528.295388,2.182729,232.677199,-230.49447,47.463257,1.282791,2153.20951,0.6,6,0.148148,4,0.851852,23,0.4,4,0.6,0.6,0.6,0.761111,0.675676,0.090673,0.909327,0.324324,0.681877,0.675676,0.676012,0.817455,0.01,0,0.01,0,115331,61705,9805,'Number of rules: 50\n',?,?,50
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,6,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,25,12,0,67.567568,32.432432,0,0.572254,0.151826,0.339025,49.246627,86.45484,80.760991,9678.230618,-9597.469627,2.182729,261.5738,-259.391071,47.799765,1.291886,2168.475509,0.9,9,0.222222,6,0.777778,21,0.1,1,0.6,0.9,0.72,0.855556,0.675676,0.110158,0.889842,0.324324,0.688452,0.675676,0.657272,0.79452,0.009,0,0.01,0,98028,61705,9805,'Number of rules: 47\n',?,?,47
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,7,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,26,11,0,70.27027,29.72973,0,0.61275,0.149,0.326489,48.330038,83.257965,80.760991,8605.207238,-8524.446247,2.182729,232.573169,-230.390439,49.080297,1.326495,2226.567897,0.8,8,0.111111,3,0.888889,24,0.2,2,0.727273,0.8,0.761905,0.82037,0.702703,0.09504,0.90496,0.297297,0.701065,0.702703,0.699719,0.811568,0.01,0,0.01,0,128822,61705,9805,'Number of rules: 51\n',?,?,51
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,8,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,25,12,0,67.567568,32.432432,0,0.585821,0.147597,0.349689,47.89926,89.225878,80.671785,9679.481168,-9598.809383,2.180319,261.607599,-259.427281,48.027295,1.298035,2178.524089,0.636364,7,0.115385,3,0.884615,23,0.363636,4,0.7,0.636364,0.666667,0.812937,0.675676,0.081454,0.918546,0.324324,0.705116,0.675676,0.681656,0.812764,0.011,0,0.02,0,103267,61705,9805,'Number of rules: 49\n',?,?,49
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,9,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,20,17,0,54.054054,45.945946,0,0.402091,0.200291,0.40066,65.000079,102.231677,80.671785,11834.490815,-11753.81903,2.180319,319.851103,-317.670785,36.137473,0.976688,1639.200299,0.454545,5,0.192308,5,0.807692,21,0.545455,6,0.5,0.454545,0.47619,0.713287,0.540541,0.14229,0.85771,0.459459,0.573423,0.540541,0.539134,0.726113,0.012,0,0.01,0,131628,61705,9805,'Number of rules: 53\n',?,?,53
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,4,10,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,27,10,0,72.972973,27.027027,0,0.646609,0.124074,0.316741,40.265453,80.818937,80.671785,8599.692231,-8519.020446,2.180319,232.424114,-230.243796,53.05533,1.433928,2406.596388,0.727273,8,0.038462,1,0.961538,25,0.272727,3,0.888889,0.727273,0.8,0.874126,0.72973,0.086007,0.913993,0.27027,0.775268,0.72973,0.730221,0.83225,0.011,0,0.01,0,112596,61705,9805,'Number of rules: 51\n',?,?,51
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,5,1,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,26,12,0,68.421053,31.578947,0,0.585077,0.146554,0.343082,47.301117,87.00308,84.687138,10750.167902,-10665.480763,2.228609,282.899155,-280.670546,48.125269,1.266454,2188.248628,0.9,9,0.25,7,0.75,21,0.1,1,0.5625,0.9,0.692308,0.851786,0.684211,0.104564,0.895436,0.315789,0.727705,0.684211,0.673939,0.796875,0.009,0,0.01,0,99572,61532,9978,'Number of rules: 48\n',?,?,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,5,2,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,28,10,0,73.684211,26.315789,0,0.657966,0.131575,0.310586,42.466447,78.762425,84.687138,9672.235799,-9587.548661,2.228609,254.532521,-252.303912,53.820899,1.416339,2447.228049,0.9,9,0.071429,2,0.928571,26,0.1,1,0.818182,0.9,0.857143,0.923214,0.736842,0.079699,0.920301,0.263158,0.77496,0.736842,0.715197,0.834493,0.011,0,0.01,0,111520,61532,9978,'Number of rules: 50\n',?,?,50
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,5,3,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,24,14,0,63.157895,36.842105,0,0.52795,0.15886,0.343816,51.273021,87.189089,84.687138,5400.488702,-5315.801564,2.228609,142.118124,-139.889515,47.420705,1.247913,2156.212236,0.6,6,0.142857,4,0.857143,24,0.4,4,0.6,0.6,0.6,0.878571,0.631579,0.104544,0.895456,0.368421,0.639985,0.631579,0.632611,0.842475,0.009,0,0.01,0,95129,61532,9978,'Number of rules: 46\n',?,?,46
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,5,4,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,336,38,27,11,0,71.052632,28.947368,0,0.624101,0.127202,0.318374,41.055092,80.737182,84.687138,5393.420731,-5308.733593,2.228609,141.932125,-139.703516,55.978905,1.473129,2545.352279,0.5,5,0.035714,1,0.964286,27,0.5,5,0.833333,0.5,0.625,0.764286,0.710526,0.097546,0.902454,0.289474,0.767251,0.710526,0.704574,0.865951,0.009,0,0.01,0,101114,61532,9978,'Number of rules: 46\n',?,?,46
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18,5,5,weka.classifiers.rules.PART,'-M 2 -C 0.25 -Q 1',8121455039782598361,20220428.1021,337,37,18,19,0,48.648649,51.351351,0,0.339286,0.203986,0.415073,66.165316,105.847832,80.760991,8628.953264,-8548.192273,2.182729,233.214953,-231.032224,33.616178,0.908545,1525.025453,0.7,7,0.185185,5,0.814815,22,0.3,3,0.583333,0.7,0.636364,0.783333,0.486486,0.150435,0.849565,0.513514,0.474689,0.486486,0.468837,0.762472,0.009,0,0.01,0,100507,61705,9805,'Number of rules: 47\n',?,?,47
