@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary {'Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 66\nSize of the tree: 131\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 50\nSize of the tree: 99\n','Number of rules: 52\n','Number of rules: 44\n','Number of rules: 49\n','Number of rules: 48\n','Number of rules: 45\n','Number of rules: 51\n','Number of rules: 42\n','Number of rules: 46\n','Number of rules: 47\n','Number of rules: 50\n','Number of rules: 53\n','Number of rules: 39\n','Number of rules: 43\n','Number of rules: 54\n','Number of rules: 30\n','Number of rules: 28\n','Number of rules: 29\n','Number of rules: 25\n','Number of rules: 26\n','Number of rules: 32\n','Number of rules: 31\n','Number of rules: 33\n','Number of rules: 35\n','Number of rules: 27\n','Number of rules: 37\n','Number of rules: 36\n','Number of rules: 34\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,30,7,0,81.081081,18.918919,0,0.763038,0.087103,0.265921,27.28492,66.557952,85.655804,2171.951704,-2086.2959,2.315022,58.701397,-56.386376,65.451525,1.76896,2827.517411,0.666667,4,0.064516,2,0.935484,29,0.333333,2,0.666667,0.666667,0.666667,0.852151,0.810811,0.046591,0.953409,0.189189,0.836302,0.810811,0.800095,0.912278,0.002,0,0,0,23799,61819,9919,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,31,6,0,83.783784,16.216216,0,0.796517,0.076143,0.244435,23.851589,61.180108,85.655804,3235.46499,-3149.809185,2.315022,87.445,-85.129978,68.422071,1.849245,2955.845491,0.833333,5,0,0,1,31,0.166667,1,1,0.833333,0.909091,0.900538,0.837838,0.043585,0.956415,0.162162,0.863438,0.837838,0.836545,0.930392,0.002,0,0,0,25723,61819,9919,'Number of leaves: 44\nSize of the tree: 87\n',87,44,44
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,30,7,0,81.081081,18.918919,0,0.763254,0.089213,0.255068,27.918144,63.770733,85.904681,2166.113536,-2080.208855,2.321748,58.543609,-56.221861,65.023222,1.757384,2809.88328,0.571429,4,0.1,3,0.9,27,0.428571,3,0.571429,0.571429,0.571429,0.842857,0.810811,0.047592,0.952408,0.189189,0.832924,0.810811,0.807856,0.934529,0.002,0,0,0,26204,61819,9919,'Number of leaves: 45\nSize of the tree: 89\n',89,45,45
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,33,5,0,86.842105,13.157895,0,0.835355,0.046148,0.183862,14.444121,45.977312,88.175965,1083.888989,-995.713024,2.32042,28.523394,-26.202974,77.415833,2.037259,3345.251203,0.714286,5,0.032258,1,0.967742,30,0.285714,2,0.833333,0.714286,0.769231,0.979263,0.868421,0.032937,0.967063,0.131579,0.869413,0.868421,0.865952,0.975226,0.002,0,0,0,25723,61646,10092,'Number of leaves: 44\nSize of the tree: 87\n',87,44,44
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,36,2,0,94.736842,5.263158,0,0.934199,0.0282,0.14253,8.826502,35.641711,88.175965,1078.85199,-990.676025,2.32042,28.390842,-26.070422,81.980913,2.157392,3542.514982,1,7,0.032258,1,0.967742,30,0,0,0.875,1,0.933333,0.979263,0.947368,0.01296,0.98704,0.052632,0.950658,0.947368,0.947368,0.979513,0.002,0,0,0,27166,61646,10092,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,29,9,0,76.315789,23.684211,0,0.70364,0.09417,0.272668,29.523109,68.311288,87.768678,3242.039946,-3154.271268,2.309702,85.316841,-83.007139,65.295175,1.718294,2819.987521,0.666667,4,0.0625,2,0.9375,30,0.333333,2,0.666667,0.666667,0.666667,0.875,0.763158,0.060363,0.939637,0.236842,0.765226,0.763158,0.756385,0.92911,0.002,0,0.01,0,24280,61646,10092,'Number of leaves: 41\nSize of the tree: 81\n',81,41,41
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,29,9,0,76.315789,23.684211,0,0.701049,0.102136,0.275162,32.020781,68.936177,87.768678,3243.246436,-3155.477758,2.309702,85.34859,-83.038888,64.562291,1.699008,2788.335518,0.833333,5,0.09375,3,0.90625,29,0.166667,1,0.625,0.833333,0.714286,0.893229,0.763158,0.06158,0.93842,0.236842,0.8125,0.763158,0.721742,0.896305,0.002,0,0,0,25242,61646,10092,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,32,5,0,86.486486,13.513514,0,0.829807,0.060498,0.222861,18.958324,55.805473,85.565891,3228.98978,-3143.42389,2.312592,87.269994,-84.957402,70.932362,1.917091,3063.907934,0.333333,2,0.032258,1,0.967742,30,0.666667,4,0.666667,0.333333,0.444444,0.774194,0.864865,0.032755,0.967245,0.135135,0.860661,0.864865,0.847929,0.937785,0.001,0,0,0,25242,61819,9919,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,30,7,0,81.081081,18.918919,0,0.76173,0.078694,0.249701,24.650708,62.498109,85.655804,4306.194722,-4220.538917,2.315022,116.383641,-114.068619,66.952697,1.809532,2892.368282,0.5,3,0.032258,1,0.967742,30,0.5,3,0.75,0.5,0.6,0.776882,0.810811,0.049965,0.950035,0.189189,0.820463,0.810811,0.805267,0.920016,0.002,0,0,0,26685,61819,9919,'Number of leaves: 46\nSize of the tree: 91\n',91,46,46
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,32,5,0,86.486486,13.513514,0,0.830431,0.056594,0.209259,17.728069,52.375903,85.655804,2159.152613,-2073.496809,2.315022,58.355476,-56.040454,72.824281,1.968224,3146.021754,0.666667,4,0.032258,1,0.967742,30,0.333333,2,0.8,0.666667,0.727273,0.892473,0.864865,0.033905,0.966095,0.135135,0.862838,0.864865,0.86208,0.945393,0.002,0,0,0,27166,61819,9919,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,32,5,0,86.486486,13.513514,0,0.830431,0.058444,0.193614,18.303838,48.449484,85.70863,1084.865428,-999.156798,2.316449,29.320687,-27.004238,73.31822,1.981574,3167.550843,0.857143,6,0.066667,2,0.933333,28,0.142857,1,0.75,0.857143,0.8,0.885714,0.864865,0.03498,0.96502,0.135135,0.882432,0.864865,0.865481,0.970457,0.002,0,0.01,0,28128,61819,9919,'Number of leaves: 49\nSize of the tree: 97\n',97,49,49
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,27,10,0,72.972973,27.027027,0,0.662716,0.114337,0.304663,35.808868,76.23809,85.70863,4320.646725,-4234.938095,2.316449,116.774236,-114.457786,59.43385,1.60632,2567.707482,0.714286,5,0.1,3,0.9,27,0.285714,2,0.625,0.714286,0.666667,0.904762,0.72973,0.06666,0.93334,0.27027,0.740508,0.72973,0.727671,0.882622,0.002,0,0,0,23318,61819,9919,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,33,4,0,89.189189,10.810811,0,0.864717,0.063366,0.194617,19.845406,48.700448,85.70863,1087.177881,-1001.469251,2.316449,29.383186,-27.066737,72.403372,1.956848,3128.026852,1,7,0.066667,2,0.933333,28,0,0,0.777778,1,0.875,0.969048,0.891892,0.027524,0.972476,0.108108,0.90991,0.891892,0.888299,0.966651,0.002,0,0,0,25723,61819,9919,'Number of leaves: 44\nSize of the tree: 87\n',87,44,44
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,32,6,0,84.210526,15.789474,0,0.802597,0.076971,0.248087,24.098413,62.058302,88.107468,4305.55725,-4217.449782,2.318618,113.304138,-110.985521,70.636245,1.858849,3051.987386,1,7,0.096774,3,0.903226,28,0,0,0.7,1,0.823529,0.970046,0.842105,0.037878,0.962122,0.157895,0.865789,0.842105,0.839962,0.924917,0.002,0,0.01,0,24280,61646,10092,'Number of leaves: 41\nSize of the tree: 81\n',81,41,41
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,32,6,0,84.210526,15.789474,0,0.800175,0.074507,0.233122,23.35873,58.403815,87.768678,3232.115674,-3144.346996,2.309702,85.055676,-82.745974,70.758459,1.862065,3055.937456,0.5,3,0.0625,2,0.9375,30,0.5,3,0.6,0.5,0.545455,0.674479,0.842105,0.042536,0.957464,0.157895,0.863968,0.842105,0.840534,0.928726,0.002,0,0,0,26685,61646,10092,'Number of leaves: 46\nSize of the tree: 91\n',91,46,46
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,36,2,0,94.736842,5.263158,0,0.933856,0.037612,0.157088,11.788265,39.342042,87.837174,1082.523112,-994.685938,2.311505,28.48745,-26.175946,79.819605,2.100516,3447.620592,0.833333,5,0,0,1,32,0.166667,1,1,0.833333,0.909091,0.981771,0.947368,0.01296,0.98704,0.052632,0.953582,0.947368,0.946946,0.972659,0.002,0,0,0,28128,61646,10092,'Number of leaves: 49\nSize of the tree: 97\n',97,49,49
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,32,6,0,84.210526,15.789474,0,0.802939,0.07659,0.243447,24.004808,60.970333,87.837174,3237.698275,-3149.861101,2.311505,85.202586,-82.891082,70.390249,1.852375,3040.341674,1,6,0.09375,3,0.90625,29,0,0,0.666667,1,0.8,0.953125,0.842105,0.035929,0.964071,0.157895,0.862939,0.842105,0.839599,0.922779,0.002,0,0,0,25242,61646,10092,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,32,5,0,86.486486,13.513514,0,0.830119,0.064361,0.218392,20.160982,54.661724,85.655804,3231.157575,-3145.501771,2.315022,87.328583,-85.013561,71.651321,1.936522,3095.349672,0.666667,4,0,0,1,31,0.333333,2,1,0.666667,0.8,0.801075,0.864865,0.036129,0.963871,0.135135,0.875193,0.864865,0.860661,0.919839,0.002,0,0,0,23799,61819,9919,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,30,7,0,81.081081,18.918919,0,0.762167,0.078581,0.242763,24.615272,60.761696,85.655804,3233.119272,-3147.463468,2.315022,87.381602,-85.06658,67.509861,1.824591,2916.437853,0.833333,5,0,0,1,31,0.166667,1,1,0.833333,0.909091,0.91129,0.810811,0.05219,0.94781,0.189189,0.839944,0.810811,0.818974,0.930644,0.002,0,0,0,27647,61819,9919,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,32,5,0,86.486486,13.513514,0,0.830431,0.056661,0.203326,17.745496,50.879743,85.70863,2156.809454,-2071.100824,2.316449,58.292147,-55.975698,72.915796,1.970697,3150.165017,0.714286,5,0.033333,1,0.966667,29,0.285714,2,0.833333,0.714286,0.769231,0.892857,0.864865,0.036129,0.963871,0.135135,0.882473,0.864865,0.864286,0.954101,0.003,0,0,0,27647,61819,9919,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,31,6,0,83.783784,16.216216,0,0.797075,0.075225,0.244108,23.559549,61.084937,85.70863,3233.965754,-3148.257124,2.316449,87.40448,-85.08803,68.445675,1.849883,2957.043353,0.857143,6,0.1,3,0.9,27,0.142857,1,0.666667,0.857143,0.75,0.885714,0.837838,0.041286,0.958714,0.162162,0.846847,0.837838,0.836873,0.928052,0.002,0,0,0,24280,61819,9919,'Number of leaves: 41\nSize of the tree: 81\n',81,41,41
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,29,8,0,78.378378,21.621622,0,0.730419,0.093013,0.272325,29.130355,68.145733,85.70863,2170.293282,-2084.584652,2.316449,58.656575,-56.340126,63.893189,1.726843,2760.36332,0.857143,6,0.1,3,0.9,27,0.142857,1,0.666667,0.857143,0.75,0.945238,0.783784,0.051748,0.948252,0.216216,0.807593,0.783784,0.780542,0.93548,0.003,0,0,0,25242,61819,9919,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,30,7,0,81.081081,18.918919,0,0.762385,0.083519,0.252648,26.136196,63.165905,85.904681,2168.283352,-2082.378671,2.321748,58.602253,-56.280505,66.627756,1.80075,2879.220881,0.714286,5,0.033333,1,0.966667,29,0.285714,2,0.833333,0.714286,0.769231,0.87619,0.810811,0.049891,0.950109,0.189189,0.827983,0.810811,0.809107,0.926157,0.002,0,0,0,24761,61819,9919,'Number of leaves: 42\nSize of the tree: 83\n',83,42,42
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,37,1,0,97.368421,2.631579,0,0.9671,0.026537,0.080228,8.305807,20.062111,88.175965,4.224057,83.951908,2.32042,0.111159,2.209261,83.951908,2.209261,3627.684557,1,7,0.032258,1,0.967742,30,0,0,0.875,1,0.933333,1,0.973684,0.005942,0.994058,0.026316,0.976974,0.973684,0.973684,1,0.002,0,0,0,25723,61646,10092,'Number of leaves: 44\nSize of the tree: 87\n',87,44,44
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,33,5,0,86.842105,13.157895,0,0.835355,0.060457,0.216682,18.922671,54.184449,88.175965,3229.689792,-3141.513828,2.32042,84.991837,-82.671417,74.013093,1.947713,3198.213834,0.857143,6,0.032258,1,0.967742,30,0.142857,1,0.857143,0.857143,0.857143,0.894009,0.868421,0.034012,0.965988,0.131579,0.903509,0.868421,0.868961,0.945826,0.002,0,0,0,25242,61646,10092,'Number of leaves: 43\nSize of the tree: 85\n',85,43,43
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,32,6,0,84.210526,15.789474,0,0.802597,0.074949,0.242696,23.458592,60.68956,88.175965,1093.64635,-1005.470385,2.32042,28.780167,-26.459747,70.258517,1.848908,3035.97314,0.857143,6,0.064516,2,0.935484,29,0.142857,1,0.75,0.857143,0.8,0.903226,0.842105,0.039955,0.960045,0.157895,0.841165,0.842105,0.840351,0.958928,0.002,0,0.01,0,27166,61646,10092,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,33,5,0,86.842105,13.157895,0,0.835069,0.062276,0.215045,19.492116,53.775111,88.175965,2160.923062,-2072.747097,2.32042,56.866396,-54.545976,73.96154,1.946356,3195.98614,0.714286,5,0,0,1,31,0.285714,2,1,0.714286,0.833333,0.880184,0.868421,0.034012,0.965988,0.131579,0.889474,0.868421,0.866124,0.947779,0.002,0,0,0,23799,61646,10092,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,28,9,0,75.675676,24.324324,0,0.694775,0.099313,0.288104,31.115825,72.126714,85.618716,3247.266517,-3161.647801,2.314019,87.76396,-85.449941,61.999669,1.675667,2678.223529,0.428571,3,0.066667,2,0.933333,28,0.571429,4,0.6,0.428571,0.5,0.647619,0.756757,0.058054,0.941946,0.243243,0.74914,0.756757,0.739197,0.890202,0.002,0,0,0,23799,61819,9919,'Number of leaves: 40\nSize of the tree: 79\n',79,40,40
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,32,5,0,86.486486,13.513514,0,0.830275,0.063594,0.228133,19.950493,57.195944,85.301343,3230.578247,-3145.276904,2.305442,87.312926,-85.007484,70.686043,1.910434,3052.201733,0.833333,5,0.032258,1,0.967742,30,0.166667,1,0.833333,0.833333,0.833333,0.983871,0.864865,0.032837,0.967163,0.135135,0.879505,0.864865,0.868442,0.942333,0.002,0,0.01,0,27647,61819,9919,'Number of leaves: 48\nSize of the tree: 95\n',95,48,48
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,30,7,0,81.081081,18.918919,0,0.762821,0.091761,0.264583,28.786659,66.334473,85.301343,5378.162076,-5292.860732,2.305442,145.355732,-143.05029,65.473084,1.769543,2827.107748,1,6,0.032258,1,0.967742,30,0,0,0.857143,1,0.923077,0.989247,0.810811,0.047831,0.952169,0.189189,0.836004,0.810811,0.813404,0.89314,0.003,0,0,0,24761,61819,9919,'Number of leaves: 42\nSize of the tree: 83\n',83,42,42
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,30,7,0,81.081081,18.918919,0,0.76129,0.082288,0.259802,25.776489,65.026458,85.655804,3236.813079,-3151.157275,2.315022,87.481435,-85.166413,66.001834,1.783833,2851.290836,0.333333,2,0,0,1,31,0.666667,4,1,0.333333,0.5,0.774194,0.810811,0.051041,0.948959,0.189189,0.842815,0.810811,0.793445,0.925281,0.002,0,0,0,27166,61819,9919,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,32,5,0,86.486486,13.513514,0,0.830896,0.065133,0.228614,20.402881,57.220226,85.655804,4302.416541,-4216.760736,2.315022,116.281528,-113.966506,70.80658,1.913691,3058.856718,0.666667,4,0.096774,3,0.903226,28,0.333333,2,0.571429,0.666667,0.615385,0.862903,0.864865,0.030605,0.969395,0.135135,0.872587,0.864865,0.86736,0.927908,0.002,0,0,0,27166,61819,9919,'Number of leaves: 47\nSize of the tree: 93\n',93,47,47
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,337,37,27,10,0,72.972973,27.027027,0,0.664247,0.113004,0.314097,35.39844,78.615978,85.655804,6462.43022,-6376.774415,2.315022,174.660276,-172.345254,59.371479,1.604635,2564.858355,0.833333,5,0.16129,5,0.83871,26,0.166667,1,0.5,0.833333,0.625,0.884409,0.72973,0.061135,0.938865,0.27027,0.76671,0.72973,0.727361,0.855191,0.002,0,0,0,23318,61819,9919,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
pacman.pract1-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20220428.1021,336,38,31,7,0,81.578947,18.421053,0,0.769697,0.084018,0.26135,26.297306,65.354181,88.175965,5378.076838,-5289.900873,2.32042,141.528338,-139.207918,68.504986,1.802763,2960.200472,0.714286,5,0.096774,3,0.903226,28,0.285714,2,0.625,0.714286,0.666667,0.785714,0.815789,0.045897,0.954103,0.184211,0.84343,0.815789,0.814667,0.905263,0.002,0,0.01,0,26204,61646,10092,'Number of leaves: 45\nSize of the tree: 89\n',89,45,45
