@relation pacman.pract1

@attribute pacman_x numeric
@attribute pacman_y numeric
@attribute num_fantasmas numeric
@attribute fantasma1_x numeric
@attribute fantasma1_y numeric
@attribute fantasma2_x numeric
@attribute fantasma2_y numeric
@attribute fantasma3_x numeric
@attribute fantasma3_y numeric
@attribute fantasma4_x numeric
@attribute fantasma4_y numeric
@attribute fantasma1_vivo {True,False}
@attribute fantasma2_vivo {True,False}
@attribute fantasma3_vivo {True,False}
@attribute fantasma4_vivo {True,False}
@attribute fantasma_cercano_x numeric
@attribute fantasma_cercano_y numeric
@attribute dif_puntuacion numeric
@attribute direccion_pacman {West, Stop, East, North, South}

@data
11, 18, 4, 9, 9, 9, 6, 18, 3, 7, 1, True, True, True, False, -2, -9, -1, East
10, 18, 4, 9, 9, 9, 7, 17, 3, 7, 1, True, True, True, False, -1, -9, -1, West
9, 18, 4, 9, 8, 9, 6, 17, 3, 7, 1, True, True, True, False, 0, -10, -1, West
8, 18, 4, 9, 9, 9, 6, 18, 3, 7, 1, True, True, True, False, 1, -9, -1, West
9, 18, 4, 9, 9, 9, 5, 18, 3, 7, 1, True, True, True, False, 0, -9, -1, East
8, 18, 4, 9, 8, 8, 5, 17, 3, 7, 1, True, True, True, False, 1, -10, -1, West
9, 18, 4, 8, 8, 9, 5, 17, 4, 7, 1, True, True, True, False, -1, -10, -1, East
8, 18, 4, 8, 8, 9, 5, 17, 3, 7, 1, True, True, True, False, 0, -10, -1, West
9, 18, 4, 9, 8, 8, 5, 18, 3, 7, 1, True, True, True, False, 0, -10, -1, East
10, 18, 4, 9, 9, 8, 5, 17, 3, 7, 1, True, True, True, False, -1, -9, -1, East
9, 18, 4, 8, 9, 9, 5, 17, 3, 7, 1, True, True, True, False, -1, -9, -1, West
8, 18, 4, 8, 10, 9, 5, 17, 4, 7, 1, True, True, True, False, 0, -8, -1, West
7, 18, 4, 8, 11, 9, 5, 17, 3, 7, 1, True, True, True, False, 1, -7, -1, West
8, 18, 4, 9, 11, 9, 4, 17, 4, 7, 1, True, True, True, False, 1, -7, -1, East
9, 18, 4, 8, 11, 9, 5, 18, 4, 7, 1, True, True, True, False, -1, -7, -1, East
8, 18, 4, 8, 10, 10, 5, 18, 3, 7, 1, True, True, True, False, 0, -8, -1, West
7, 18, 4, 8, 10, 10, 4, 19, 3, 7, 1, True, True, True, False, 1, -8, -1, West
8, 18, 4, 8, 10, 9, 4, 20, 3, 7, 1, True, True, True, False, 0, -8, -1, East
7, 18, 4, 8, 9, 9, 4, 20, 4, 7, 1, True, True, True, False, 1, -9, -1, West
8, 18, 4, 8, 8, 8, 4, 19, 4, 7, 1, True, True, True, False, 0, -10, -1, East
7, 18, 4, 8, 8, 9, 4, 20, 4, 7, 1, True, True, True, False, 1, -10, -1, West
8, 18, 4, 8, 8, 8, 4, 19, 4, 7, 1, True, True, True, False, 0, -10, -1, East
9, 18, 4, 8, 7, 8, 3, 20, 4, 7, 1, True, True, True, False, -1, -11, -1, East
8, 18, 4, 9, 7, 8, 3, 19, 4, 7, 1, True, True, True, False, 1, -11, -1, West
9, 18, 4, 10, 7, 9, 3, 19, 5, 7, 1, True, True, True, False, 1, -11, -1, East
10, 18, 4, 9, 7, 9, 3, 18, 5, 7, 1, True, True, True, False, -1, -11, -1, East
9, 18, 4, 10, 7, 10, 3, 18, 6, 7, 1, True, True, True, False, 1, -11, -1, West
10, 18, 4, 11, 7, 11, 3, 18, 5, 7, 1, True, True, True, False, 1, -11, -1, East
11, 18, 4, 11, 8, 11, 4, 19, 5, 7, 1, True, True, True, False, 0, -10, -1, East
12, 18, 4, 10, 8, 10, 4, 18, 5, 7, 1, True, True, True, False, -2, -10, -1, East
11, 18, 4, 10, 7, 10, 3, 17, 5, 7, 1, True, True, True, False, -1, -11, -1, West
10, 18, 4, 9, 7, 10, 4, 17, 5, 7, 1, True, True, True, False, -1, -11, -1, West
9, 18, 4, 8, 7, 10, 3, 17, 4, 7, 1, True, True, True, False, -1, -11, -1, West
8, 18, 4, 8, 6, 11, 3, 18, 4, 7, 1, True, True, True, False, 0, -12, -1, West
7, 18, 4, 8, 5, 11, 4, 17, 4, 7, 1, True, True, True, False, 1, -13, -1, West
8, 18, 4, 9, 5, 11, 5, 18, 4, 7, 1, True, True, True, False, 1, -13, -1, East
9, 18, 4, 9, 4, 11, 4, 17, 4, 7, 1, True, True, True, False, 0, -14, -1, East
8, 18, 4, 8, 4, 11, 5, 17, 5, 7, 1, True, True, True, False, 0, -14, -1, West
9, 18, 4, 8, 5, 10, 5, 17, 6, 7, 1, True, True, True, False, -1, -13, -1, East
8, 18, 4, 8, 4, 9, 5, 17, 5, 7, 1, True, True, True, False, 0, -14, -1, West
7, 18, 4, 9, 4, 9, 5, 18, 5, 7, 1, True, True, True, False, 2, -13, -1, West
8, 18, 4, 9, 3, 9, 4, 18, 4, 7, 1, True, True, True, False, 1, -14, -1, East
9, 18, 4, 9, 4, 8, 4, 19, 4, 7, 1, True, True, True, False, 0, -14, -1, East
8, 18, 4, 9, 3, 8, 5, 20, 4, 7, 1, True, True, True, False, 0, -13, -1, West
9, 18, 4, 9, 3, 9, 5, 20, 5, 7, 1, True, True, True, False, 0, -13, -1, East
8, 18, 4, 9, 4, 10, 5, 20, 5, 7, 1, True, True, True, False, 1, -14, -1, West
9, 18, 4, 10, 4, 10, 5, 20, 5, 7, 1, True, True, True, False, 1, -13, -1, East
10, 18, 4, 10, 3, 9, 5, 20, 6, 7, 1, True, True, True, False, -1, -13, -1, East
9, 18, 4, 10, 4, 10, 5, 20, 6, 7, 1, True, True, True, False, 1, -13, -1, West
10, 18, 4, 10, 5, 10, 5, 20, 5, 7, 1, True, True, True, False, 0, -13, -1, East
9, 18, 4, 10, 6, 9, 5, 20, 5, 7, 1, True, True, True, False, 1, -12, -1, West
10, 18, 4, 10, 7, 9, 5, 20, 6, 7, 1, True, True, True, False, 0, -11, -1, East
11, 18, 4, 10, 7, 8, 5, 20, 5, 7, 1, True, True, True, False, -1, -11, -1, East
10, 18, 4, 10, 6, 8, 5, 20, 5, 7, 1, True, True, True, False, 0, -12, -1, West
11, 18, 4, 10, 6, 8, 6, 20, 4, 7, 1, True, True, True, False, -1, -12, -1, East
10, 18, 4, 10, 5, 8, 7, 20, 4, 7, 1, True, True, True, False, 0, -13, -1, West
11, 18, 4, 9, 5, 8, 7, 21, 4, 7, 1, True, True, True, False, -3, -11, -1, East
10, 18, 4, 9, 5, 8, 8, 21, 3, 7, 1, True, True, True, False, -2, -10, -1, West
9, 18, 4, 9, 5, 9, 8, 22, 3, 7, 1, True, True, True, False, 0, -10, -1, West
10, 18, 4, 9, 6, 9, 8, 22, 3, 7, 1, True, True, True, False, -1, -10, -1, East
9, 18, 4, 8, 6, 8, 8, 22, 4, 7, 1, True, True, True, False, -1, -10, -1, West
8, 18, 4, 8, 6, 8, 9, 22, 3, 7, 1, True, True, True, False, 0, -9, -1, West
9, 18, 4, 8, 6, 9, 9, 22, 3, 7, 1, True, True, True, False, 0, -9, -1, East
8, 18, 4, 8, 5, 9, 9, 23, 3, 7, 1, True, True, True, False, 1, -9, -1, West
9, 18, 4, 9, 5, 8, 9, 23, 4, 7, 1, True, True, True, False, -1, -9, -1, East
8, 18, 4, 10, 5, 9, 9, 22, 4, 7, 1, True, True, True, False, 1, -9, -1, West
9, 18, 4, 9, 5, 9, 10, 21, 4, 7, 1, True, True, True, False, 0, -8, -1, East
8, 18, 4, 8, 5, 9, 10, 22, 4, 7, 1, True, True, True, False, 1, -8, -1, West
9, 18, 4, 8, 5, 8, 10, 23, 4, 7, 1, True, True, True, False, -1, -8, -1, East
8, 18, 4, 8, 4, 8, 9, 22, 4, 7, 1, True, True, True, False, 0, -9, -1, West
9, 18, 4, 9, 4, 9, 9, 22, 4, 7, 1, True, True, True, False, 0, -9, -1, East
8, 18, 4, 9, 4, 9, 9, 22, 4, 7, 1, True, True, True, False, 1, -9, -1, West
9, 18, 4, 9, 3, 9, 8, 23, 4, 7, 1, True, True, True, False, 0, -10, -1, East
8, 18, 4, 10, 3, 10, 8, 23, 3, 7, 1, True, True, True, False, 2, -10, -1, West
9, 18, 4, 11, 3, 10, 8, 23, 4, 7, 1, True, True, True, False, 1, -10, -1, East
10, 18, 4, 11, 3, 9, 8, 22, 4, 7, 1, True, True, True, False, -1, -10, -1, East
9, 18, 4, 11, 3, 10, 8, 21, 4, 7, 1, True, True, True, False, 1, -10, -1, West
10, 18, 4, 11, 3, 10, 8, 21, 3, 7, 1, True, True, True, False, 0, -10, -1, East
9, 18, 4, 11, 3, 10, 7, 20, 3, 7, 1, True, True, True, False, 1, -11, -1, West
10, 18, 4, 10, 3, 10, 8, 21, 3, 7, 1, True, True, True, False, 0, -10, -1, East
11, 18, 4, 9, 3, 11, 8, 21, 4, 7, 1, True, True, True, False, 0, -10, -1, East
12, 18, 4, 9, 4, 11, 9, 21, 4, 7, 1, True, True, True, False, -1, -9, -1, East
11, 18, 4, 9, 5, 11, 9, 22, 4, 7, 1, True, True, True, False, 0, -9, -1, West
10, 18, 4, 10, 5, 11, 8, 21, 4, 7, 1, True, True, True, False, 1, -10, -1, West
11, 18, 4, 9, 5, 11, 8, 21, 4, 7, 1, True, True, True, False, 0, -10, -1, East
12, 18, 4, 9, 6, 11, 7, 22, 4, 7, 1, True, True, True, False, -1, -11, -1, East
11, 18, 4, 8, 6, 10, 7, 21, 4, 7, 1, True, True, True, False, -1, -11, -1, West
10, 18, 4, 8, 5, 10, 7, 20, 4, 7, 1, True, True, True, False, 0, -11, -1, West
9, 18, 4, 9, 5, 9, 7, 20, 5, 7, 1, True, True, True, False, 0, -11, -1, West
10, 18, 4, 8, 5, 8, 7, 19, 5, 7, 1, True, True, True, False, -2, -11, -1, East
9, 18, 4, 8, 6, 9, 7, 19, 6, 7, 1, True, True, True, False, 0, -11, -1, West
10, 18, 4, 7, 6, 8, 7, 18, 6, 7, 1, True, True, True, False, -2, -11, -1, East
9, 18, 4, 8, 6, 8, 7, 19, 6, 7, 1, True, True, True, False, -1, -11, -1, West
8, 18, 4, 8, 5, 8, 7, 18, 6, 7, 1, True, True, True, False, 0, -11, -1, West
9, 18, 4, 8, 4, 8, 8, 19, 6, 7, 1, True, True, True, False, -1, -10, -1, East
8, 18, 4, 9, 4, 8, 7, 19, 6, 7, 1, True, True, True, False, 0, -11, -1, West
7, 18, 4, 9, 5, 9, 7, 19, 5, 7, 1, True, True, True, False, 2, -11, -1, West
8, 18, 4, 8, 5, 9, 8, 20, 5, 7, 1, True, True, True, False, 1, -10, -1, East
9, 18, 4, 8, 5, 8, 8, 20, 6, 7, 1, True, True, True, False, -1, -10, -1, East
8, 18, 4, 8, 6, 8, 9, 21, 6, 7, 1, True,1, 18, 4, 1, 3, 2, 3, 5, 9, 6, 6, True, True, True, True, 4, -9, 0, Stop
2, 18, 4, 1, 4, 1, 3, 5, 8, 6, 6, True, True, True, True, 3, -10, -1, East
3, 18, 4, 2, 4, 1, 4, 6, 8, 6, 6, True, True, True, True, 3, -10, -1, East
4, 18, 4, 3, 4, 2, 4, 6, 8, 6, 6, True, True, True, True, 2, -10, -1, East
5, 18, 4, 3, 4, 2, 4, 6, 8, 6, 6, True, True, True, True, 1, -10, -1, East
6, 18, 4, 3, 5, 2, 3, 6, 8, 5, 6, True, True, True, True, 0, -10, -1, East
5, 18, 4, 2, 5, 2, 3, 6, 8, 5, 6, True, True, True, True, 1, -10, -1, West
6, 18, 4, 1, 5, 3, 3, 6, 8, 5, 5, True, True, True, True, 0, -10, -1, East
7, 18, 4, 1, 4, 3, 3, 6, 8, 5, 5, True, True, True, True, -1, -10, -1, East
6, 18, 4, 2, 4, 3, 3, 6, 7, 4, 5, True, True, True, True, 0, -11, -1, West
7, 18, 4, 2, 4, 2, 3, 6, 7, 4, 6, True, True, True, True, -1, -11, -1, East
6, 18, 4, 3, 4, 3, 3, 6, 7, 3, 6, True, True, True, True, 0, -11, -1, West
5, 18, 4, 3, 5, 2, 3, 6, 6, 2, 6, True, True, True, True, 1, -12, -1, West
6, 18, 4, 4, 5, 2, 3, 6, 7, 2, 5, True, True, True, True, 0, -11, -1, East
5, 18, 4, 4, 5, 2, 4, 6, 6, 1, 5, True, True, True, True, 1, -12, -1, West
6, 18, 4, 4, 6, 2, 4, 7, 6, 1, 6, True, True, True, True, 1, -12, -1, East
7, 18, 4, 4, 6, 2, 5, 7, 6, 2, 6, True, True, True, True, 0, -12, -1, East
6, 18, 4, 5, 6, 2, 4, 8, 6, 2, 5, True, True, True, True, -1, -12, -1, West
5, 18, 4, 5, 7, 2, 3, 7, 6, 2, 5, True, True, True, True, 0, -11, -1, West
4, 18, 4, 4, 7, 1, 3, 8, 6, 3, 5, True, True, True, True, 0, -11, -1, West
3, 18, 4, 4, 7, 1, 4, 8, 6, 3, 6, True, True, True, True, 1, -11, -1, West
4, 18, 4, 3, 7, 2, 4, 9, 6, 4, 6, True, True, True, True, -1, -11, -1, East
3, 18, 4, 3, 7, 1, 4, 8, 6, 4, 5, True, True, True, True, 0, -11, -1, West
2, 18, 4, 3, 6, 1, 3, 8, 6, 4, 4, True, True, True, True, 1, -12, -1, West
3, 18, 4, 2, 6, 1, 3, 9, 6, 4, 4, True, True, True, True, -1, -12, -1, East
2, 18, 4, 2, 6, 2, 3, 9, 6, 4, 3, True, True, True, True, 0, -12, -1, West
3, 18, 4, 2, 6, 1, 3, 8, 6, 4, 4, True, True, True, True, -1, -12, -1, East
2, 18, 4, 2, 5, 2, 3, 8, 5, 4, 5, True, True, True, True, 0, -13, -1, West
1, 18, 4, 2, 4, 3, 3, 8, 4, 4, 4, True, True, True, True, 1, -14, -1, West
2, 18, 4, 2, 5, 3, 4, 8, 3, 4, 3, True, True, True, True, 0, -13, -1, East
3, 18, 4, 2, 5, 4, 4, 7, 3, 4, 3, True, True, True, True, -1, -13, -1, East
2, 18, 4, 2, 5, 5, 4, 7, 3, 4, 4, True, True, True, True, 0, -13, -1, West
3, 18, 4, 2, 4, 5, 3, 6, 3, 5, 4, True, True, True, True, -1, -14, -1, East
2, 18, 4, 2, 4, 5, 3, 6, 3, 4, 4, True, True, True, True, 0, -14, -1, West
1, 18, 4, 1, 4, 5, 4, 6, 3, 4, 3, True, True, True, True, 0, -14, -1, West
1, 17, 4, 1, 3, 4, 4, 5, 3, 3, 3, True, True, True, True, 0, -14, -1, South
1, 16, 4, 1, 3, 5, 4, 5, 3, 4, 3, True, True, True, True, 0, -13, -1, South
1, 15, 4, 2, 3, 5, 5, 5, 3, 4, 4, True, True, True, True, 1, -12, -1, South
2, 15, 4, 1, 3, 5, 6, 5, 4, 5, 4, True, True, True, True, 3, -9, -1, East
3, 15, 4, 2, 3, 6, 6, 4, 4, 5, 3, True, True, True, True, 3, -9, -1, East
4, 15, 4, 2, 3, 5, 6, 4, 5, 5, 3, True, True, True, True, 1, -9, -1, East
5, 15, 4, 2, 4, 5, 7, 4, 4, 5, 4, True, True, True, True, 0, -8, -1, East
5, 14, 4, 3, 4, 5, 7, 4, 5, 4, 4, True, True, True, True, 0, -7, -1, South
5, 15, 4, 3, 4, 6, 7, 3, 5, 4, 3, True, True, True, True, 1, -8, -1, North
6, 15, 4, 3, 5, 6, 7, 3, 6, 3, 3, True, True, True, True, 0, -8, -1, East
6, 14, 4, 3, 4, 6, 6, 4, 6, 3, 3, True, True, True, True, 0, -8, -1, South
6, 15, 4, 3, 3, 5, 6, 3, 6, 3, 3, True, True, True, True, -1, -9, -1, North
5, 15, 4, 3, 3, 4, 6, 2, 6, 2, 3, True, True, True, True, -1, -9, -1, West
7, 4, 4, 1, 3, 1, 4, 4, 3, 6, 3, True, True, True, True, -1, -1, 0, Stop
6, 4, 4, 1, 4, 1, 3, 4, 4, 6, 3, True, True, True, False, -2, 0, 199, West
5, 4, 4, 1, 3, 1, 3, 5, 1, 7, 1, True, True, False, False, -4, -1, 199, West
4, 4, 4, 2, 3, 1, 3, 5, 1, 7, 1, True, True, False, False, -2, -1, -1, West
3, 4, 4, 2, 4, 1, 4, 5, 1, 7, 1, True, True, False, False, -1, 0, -1, West
2, 3, 4, 1, 1, 5, 1, 5, 2, 7, 3, True, True, True, True, -1, -2, 0, Stop
1, 3, 4, 2, 1, 5, 1, 5, 3, 7, 3, True, True, True, True, 1, -2, 99, West
2, 3, 4, 1, 1, 5, 1, 5, 3, 6, 3, True, True, True, True, -1, -2, -1, East
1, 3, 4, 2, 1, 5, 1, 4, 3, 6, 3, True, True, True, True, 1, -2, -1, West
2, 3, 4, 1, 1, 4, 1, 5, 3, 7, 3, True, True, True, True, -1, -2, -1, East
1, 3, 4, 1, 1, 4, 1, 6, 3, 7, 3, True, True, True, True, 0, -2, -1, West
1, 2, 4, 1, 1, 3, 1, 7, 3, 7, 3, False, True, True, True, 0, -1, 199, South
1, 1, 4, 2, 1, 2, 1, 7, 3, 6, 3, False, True, True, True, 1, 0, 199, South
2, 1, 4, 1, 1, 4, 1, 7, 3, 6, 3, False, False, True, True, 4, 2, 599, East
3, 1, 4, 1, 2, 5, 1, 7, 3, 6, 3, False, False, True, True, 3, 2, -1, East
4, 1, 4, 1, 2, 5, 1, 7, 3, 5, 3, False, False, True, True, 1, 2, -1, East
5, 1, 4, 1, 1, 4, 1, 6, 3, 5, 3, False, False, True, True, 0, 2, 199, East
5, 2, 4, 1, 2, 5, 1, 5, 3, 5, 3, False, False, True, True, 0, 1, -1, North
12, 10, 4, 5, 6, 5, 12, 13, 6, 13, 12, True, True, True, True, 1, 2, 0, Stop
13, 10, 4, 5, 5, 5, 12, 14, 6, 13, 12, True, True, True, True, 0, 2, -1, East
13, 11, 4, 5, 5, 5, 11, 14, 6, 13, 12, True, True, True, True, 0, 1, -1, North
13, 12, 4, 4, 5, 5, 12, 14, 7, 14, 12, True, True, True, False, 1, -5, 199, North
14, 12, 4, 3, 5, 5, 13, 15, 7, 7, 1, True, True, True, False, 1, -5, -1, East
15, 12, 4, 4, 5, 5, 12, 16, 7, 7, 1, True, True, True, False, 1, -5, -1, East
16, 12, 4, 5, 5, 6, 12, 16, 8, 7, 1, True, True, True, False, 0, -4, -1, East
16, 11, 4, 4, 5, 7, 12, 15, 8, 7, 1, True, True, True, False, -1, -3, -1, South
15, 11, 4, 3, 5, 7, 12, 16, 8, 7, 1, True, True, True, False, 1, -3, -1, West
16, 11, 4, 2, 5, 7, 11, 16, 8, 7, 1, True, True, True, False, 0, -3, -1, East
16, 10, 4, 3, 5, 7, 10, 15, 8, 7, 1, True, True, True, False, -1, -2, -1, South
15, 10, 4, 2, 5, 7, 9, 15, 8, 7, 1, True, True, True, False, 0, -2, -1, West
15, 9, 4, 2, 5, 7, 10, 14, 8, 7, 1, True, True, True, False, -1, -1, -1, South
14, 9, 4, 2, 4, 7, 10, 13, 8, 7, 1, True, True, True, False, -1, -1, -1, West
13, 9, 4, 3, 4, 6, 10, 5, 1, 7, 1, True, True, False, False, -7, 1, 199, West
12, 9, 4, 3, 4, 6, 9, 5, 1, 7, 1, True, True, False, False, -6, 0, -1, West
11, 9, 4, 2, 4, 5, 9, 5, 1, 7, 1, True, True, False, False, -6, 0, -1, West
10, 9, 4, 2, 3, 5, 8, 5, 1, 7, 1, True, True, False, False, -5, -1, -1, West
9, 9, 4, 2, 3, 6, 8, 5, 1, 7, 1, True, True, False, False, -3, -1, -1, West
8, 9, 4, 1, 3, 6, 9, 5, 1, 7, 1, True, True, False, False, -2, 0, -1, West
7, 9, 4, 1, 3, 6, 9, 5, 1, 7, 1, True, True, False, False, -1, 0, -1, West
6, 9, 4, 2, 3, 3, 1, 5, 1, 7, 1, True, False, False, False, -4, -6, 199, West
5, 9, 4, 2, 4, 3, 1, 5, 1, 7, 1, True, False, False, False, -3, -5, -1, West
4, 9, 4, 2, 5, 3, 1, 5, 1, 7, 1, True, False, False, False, -2, -4, -1, West
3, 9, 4, 2, 6, 3, 1, 5, 1, 7, 1, True, False, False, False, -1, -3, -1, West
2, 9, 4, 2, 7, 3, 1, 5, 1, 7, 1, True, False, False, False, 0, -2, -1, West
2, 8, 4, 3, 7, 3, 1, 5, 1, 7, 1, True, False, False, False, 1, -1, -1, South
3, 8, 4, 3, 7, 3, 1, 5, 1, 7, 1, True, False, False, False, 0, -1, -1, East
14, 1, 4, 10, 13, 13, 13, 14, 13, 17, 13, True, True, True, True, 0, 12, 0, Stop
15, 1, 4, 10, 13, 14, 13, 13, 13, 17, 13, True, True, True, True, -1, 12, 99, East
14, 1, 4, 11, 13, 13, 13, 12, 13, 16, 13, True, True, True, True, -1, 12, -1, West
13, 1, 4, 12, 13, 12, 13, 11, 13, 17, 13, True, True, True, True, -1, 12, 99, West
12, 1, 4, 12, 13, 12, 13, 11, 13, 16, 13, True, True, True, True, 0, 12, 99, West
12, 2, 4, 12, 13, 12, 13, 10, 13, 15, 13, True, True, True, True, 0, 11, 99, North
12, 3, 4, 13, 13, 13, 13, 11, 13, 16, 13, True, True, True, True, 1, 10, 99, North
11, 3, 4, 14, 13, 13, 14, 11, 13, 16, 13, True, True, True, True, 0, 10, 99, West
10, 3, 4, 13, 13, 13, 13, 12, 13, 17, 13, True, True, True, True, 2, 10, 99, West
11, 3, 4, 13, 14, 14, 13, 12, 13, 17, 13, True, True, True, True, 1, 10, -1, East
12, 3, 4, 13, 14, 14, 13, 12, 13, 17, 13, True, True, True, True, 0, 10, -1, East
12, 2, 4, 13, 13, 14, 13, 12, 13, 16, 13, True, True, True, True, 0, 11, -1, South
12, 3, 4, 14, 13, 14, 14, 12, 13, 16, 13, True, True, True, True, 0, 10, -1, North
12, 2, 4, 13, 13, 13, 14, 12, 13, 15, 13, True, True, True, True, 0, 11, -1, South
12, 3, 4, 13, 14, 14, 14, 13, 13, 16, 13, True, True, True, True, 1, 10, -1, North
11, 3, 4, 13, 13, 14, 15, 13, 14, 15, 13, True, True, True, True, 2, 10, -1, West
12, 3, 4, 12, 13, 13, 15, 13, 15, 16, 13, True, True, True, True, 0, 10, -1, East
12, 2, 4, 13, 13, 13, 14, 13, 15, 16, 13, True, True, True, True, 1, 11, -1, South
12, 3, 4, 12, 13, 13, 15, 13, 14, 15, 13, True, True, True, True, 0, 10, -1, North
12, 2, 4, 13, 13, 14, 15, 13, 13, 16, 13, True, True, True, True, 1, 11, -1, South
12, 3, 4, 13, 14, 14, 14, 13, 14, 17, 13, True, True, True, True, 1, 11, -1, North
11, 3, 4, 13, 14, 13, 14, 14, 14, 16, 13, True, True, True, True, 2, 11, -1, West
12, 3, 4, 13, 14, 13, 15, 14, 13, 17, 13, True, True, True, True, 1, 11, -1, East
12, 2, 4, 13, 14, 13, 14, 15, 13, 17, 13, True, True, True, True, 1, 12, -1, South
12, 3, 4, 13, 14, 14, 14, 14, 13, 16, 13, True, True, True, True, 1, 11, -1, North
11, 3, 4, 13, 15, 14, 13, 13, 13, 15, 13, True, True, True, True, 2, 10, -1, West
12, 3, 4, 12, 15, 13, 13, 14, 13, 14, 13, True, True, True, True, 1, 10, -1, East
11, 3, 4, 12, 15, 14, 13, 13, 13, 13, 13, True, True, True, True, 2, 10, -1, West
12, 3, 4, 12, 16, 14, 14, 13, 14, 12, 13, True, True, True, True, 0, 10, -1, East
11, 3, 4, 12, 15, 14, 13, 14, 14, 13, 13, True, True, True, True, 1, 12, -1, West
12, 3, 4, 11, 15, 14, 14, 13, 14, 14, 13, True, True, True, True, 1, 11, -1, East
12, 2, 4, 11, 15, 13, 14, 14, 14, 14, 13, True, True, True, True, 1, 12, -1, South
12, 3, 4, 11, 15, 13, 13, 14, 15, 14, 14, True, True, True, True, 1, 10, -1, North
11, 3, 4, 12, 15, 13, 13, 14, 14, 14, 15, True, True, True, True, 2, 10, -1, West
12, 3, 4, 12, 16, 13, 14, 13, 14, 13, 15, True, True, True, True, 1, 11, -1, East
12, 2, 4, 12, 15, 14, 14, 14, 14, 14, 15, True, True, True, True, 0, 13, -1, South
12, 3, 4, 12, 16, 14, 13, 14, 15, 13, 15, True, True, True, True, 2, 10, -1, North
11, 3, 4, 12, 15, 15, 13, 15, 15, 14, 15, True, True, True, True, 1, 12, -1, West
12, 3, 4, 12, 15, 15, 13, 15, 16, 15, 15, True, True, True, True, 0, 12, -1, East
12, 2, 4, 12, 15, 15, 13, 15, 16, 15, 16, True, True, True, True, 0, 13, -1, South
12, 3, 4, 13, 15, 14, 13, 15, 17, 15, 16, True, True, True, True, 2, 10, -1, North
12, 2, 4, 13, 14, 14, 14, 15, 18, 15, 17, True, True, True, True, 1, 12, -1, South
12, 3, 4, 13, 13, 14, 13, 15, 18, 15, 16, True, True, True, True, 1, 10, -1, North
12, 2, 4, 13, 13, 15, 13, 15, 18, 15, 15, True, True, True, True, 1, 11, -1, South
12, 3, 4, 12, 13, 16, 13, 15, 18, 15, 15, True, True, True, True, 0, 10, -1, North
12, 2, 4, 11, 13, 17, 13, 16, 18, 15, 16, True, True, True, True, -1, 11, -1, South
12, 3, 4, 11, 13, 17, 13, 17, 18, 15, 16, True, True, True, True, -1, 10, -1, North
11, 3, 4, 12, 13, 17, 13, 18, 18, 15, 15, True, True, True, True, 1, 10, -1, West
12, 3, 4, 13, 13, 16, 13, 17, 18, 14, 15, True, True, True, True, 1, 10, -1, East
12, 2, 4, 14, 13, 16, 13, 17, 18, 14, 14, True, True, True, True, 2, 11, -1, South
12, 3, 4, 14, 13, 15, 13, 16, 18, 14, 15, True, True, True, True, 2, 10, -1, North
12, 2, 4, 14, 14, 16, 13, 17, 18, 13, 15, True, True, True, True, 1, 13, -1, South
12, 3, 4, 14, 14, 16, 13, 17, 18, 12, 15, True, True, True, True, 2, 11, -1, North
11, 3, 4, 14, 15, 17, 13, 17, 18, 13, 15, True, True, True, True, 3, 12, -1, West
12, 3, 4, 14, 14, 16, 13, 17, 18, 14, 15, True, True, True, True, 2, 11, -1, East
12, 2, 4, 13, 14, 16, 13, 17, 18, 14, 14, True, True, True, True, 1, 12, -1, South
12, 3, 4, 14, 14, 15, 13, 16, 18, 14, 13, True, True, True, True, 2, 10, -1, North
12, 2, 4, 13, 14, 16, 13, 16, 18, 14, 13, True, True, True, True, 1, 12, -1, South
12, 3, 4, 13, 15, 16, 13, 15, 18, 15, 13, True, True, True, True, 1, 12, -1, North
11, 3, 4, 14, 15, 17, 13, 15, 17, 16, 13, True, True, True, True, 3, 12, -1, West
12, 3, 4, 14, 15, 16, 13, 15, 18, 17, 13, True, True, True, True, 2, 12, -1, East
12, 2, 4, 14, 14, 17, 13, 16, 18, 17, 13, True, True, True, True, 2, 12, -1, South
12, 3, 4, 14, 15, 16, 13, 15, 18, 16, 13, True, True, True, True, 2, 12, -1, North
12, 2, 4, 14, 14, 16, 13, 16, 18, 16, 13, True, True, True, True, 2, 12, -1, South
12, 3, 4, 14, 14, 16, 13, 16, 18, 16, 13, True, True, True, True, 2, 11, -1, North
11, 3, 4, 14, 13, 16, 13, 16, 18, 16, 13, True, True, True, True, 3, 10, -1, West
12, 3, 4, 15, 13, 16, 13, 15, 18, 16, 13, True, True, True, True, 3, 10, -1, East
12, 2, 4, 15, 13, 17, 13, 15, 17, 15, 13, True, True, True, True, 3, 11, -1, South
12, 3, 4, 15, 13, 17, 13, 15, 18, 16, 13, True, True, True, True, 3, 10, -1, North
11, 3, 4, 14, 13, 16, 13, 15, 17, 15, 13, True, True, True, True, 3, 10, -1, West
12, 3, 4, 14, 13, 16, 13, 15, 16, 16, 13, True, True, True, True, 2, 10, -1, East
12, 2, 4, 15, 13, 15, 13, 15, 16, 15, 13, True, True, True, True, 3, 11, -1, South
12, 3, 4, 16, 13, 15, 13, 15, 16, 16, 13, True, True, True, True, 3, 10, -1, North
12, 2, 4, 15, 13, 15, 13, 15, 15, 16, 13, True, True, True, True, 3, 11, -1, South
